epoch,bonangbarung_separation_loss,bonangpenerus_separation_loss,class_bonangbarung_acc,class_bonangbarung_loss,class_bonangpenerus_acc,class_bonangpenerus_loss,class_demung_acc,class_demung_loss,class_gong_acc,class_gong_loss,class_kendhang_acc,class_kendhang_loss,class_peking_acc,class_peking_loss,class_saron_acc,class_saron_loss,class_slenthem_acc,class_slenthem_loss,demung_separation_loss,gong_separation_loss,kendhang_separation_loss,loss,peking_separation_loss,saron_separation_loss,slenthem_separation_loss,val_bonangbarung_separation_loss,val_bonangpenerus_separation_loss,val_class_bonangbarung_acc,val_class_bonangbarung_loss,val_class_bonangpenerus_acc,val_class_bonangpenerus_loss,val_class_demung_acc,val_class_demung_loss,val_class_gong_acc,val_class_gong_loss,val_class_kendhang_acc,val_class_kendhang_loss,val_class_peking_acc,val_class_peking_loss,val_class_saron_acc,val_class_saron_loss,val_class_slenthem_acc,val_class_slenthem_loss,val_demung_separation_loss,val_gong_separation_loss,val_kendhang_separation_loss,val_loss,val_peking_separation_loss,val_saron_separation_loss,val_slenthem_separation_loss
40,0.0053870655,0.007156038,1.0,0.0004082995,1.0,0.0008024947,1.0,0.00030766,1.0,0.00047182397,1.0,0.0005884455,1.0,0.0004924665,1.0,0.00045123525,1.0,0.0008966624,0.16915657,0.0061953887,0.0071704504,0.3921004888663876,0.17861012,0.0071576796,0.0071725426,0.003655501,0.0052911825,1.0,0.00036635558,1.0,0.0007098126,0.990991,0.010998168,1.0,0.0008115465,1.0,0.0005981319,1.0,0.00023827994,1.0,0.00038746127,1.0,0.002300281,0.20723194,0.004246205,0.005209711,0.463551559426763,0.21056592,0.0052505857,0.0051523335
41,0.005922811,0.0077090184,1.0,0.00030715606,1.0,0.0006113152,0.9992487,0.0029375541,1.0,0.0004616372,1.0,0.00043310598,0.9992487,0.00244328,1.0,0.00032907282,1.0,0.0007250275,0.1727174,0.0066722543,0.007676491,0.4054803927530479,0.1818597,0.0076727867,0.007659777,0.12052344,0.011962348,1.0,2.310049e-08,1.0,0.000983663,0.954955,0.116057985,1.0,2.6295966e-08,1.0,0.11331948,1.0,0.00011232657,1.0,0.038154427,1.0,0.20510124,0.3208122,0.30749398,0.002707915,1.6795075483866282,0.43604165,0.0045086825,0.0026380473
42,0.007390773,0.008577333,1.0,0.0005320026,1.0,0.001279188,1.0,0.0012160679,1.0,0.000359378,1.0,0.00080076815,0.99774605,0.014617084,1.0,0.00062383735,1.0,0.0012943917,0.20776445,0.007904954,0.008540677,0.4814162841423574,0.20408274,0.008558119,0.008104161,0.0030278123,0.0037584295,1.0,0.013667198,1.0,0.015849523,0.978979,0.047151078,1.0,0.005189698,1.0,0.016472373,1.0,0.009521253,1.0,0.0103847785,1.0,0.016658565,0.25239792,0.0037469482,0.004532251,0.7194677140261676,0.30751145,0.0042775585,0.0047439476
43,0.0074662594,0.008456756,1.0,0.0007547351,1.0,0.00084554876,0.9992487,0.0020179737,1.0,0.00053544017,1.0,0.0009461144,0.99774605,0.011575598,1.0,0.00031955758,1.0,0.0013120356,0.2030014,0.007917414,0.008253576,0.46932701617591277,0.19874947,0.008604624,0.008553003,0.004848614,0.0052862843,1.0,4.1440377e-05,1.0,0.0005921341,0.981982,0.035767555,1.0,0.00011106509,1.0,0.000398456,0.990991,0.015755886,1.0,0.00027182375,1.0,0.00087482773,0.24309209,0.005023409,0.005400739,0.5427399042311374,0.21137054,0.00540253,0.0056734653
44,0.0059973807,0.0071443366,1.0,0.00011900319,1.0,0.0006490047,0.9992487,0.0018097904,1.0,0.00034614245,1.0,0.00043065235,0.99849737,0.0058390466,1.0,0.0002744954,1.0,0.0007466601,0.19438396,0.00649774,0.007049523,0.44064284542017107,0.194446,0.0072408766,0.0071385726,0.0034898727,0.00455106,1.0,0.00024008239,1.0,0.0011770163,0.990991,0.01338643,1.0,0.00047725192,1.0,0.00065963663,1.0,0.004631239,1.0,0.0005046379,1.0,0.001949392,0.2295003,0.003993563,0.00473539,0.49883026600600006,0.21919721,0.0044223107,0.0043435595
45,0.0057111997,0.006813083,1.0,0.00014895765,1.0,0.0007311717,1.0,0.0008481931,1.0,0.00047464474,1.0,0.00049844827,1.0,0.0020337699,1.0,0.00034498065,1.0,0.0006625349,0.18210916,0.00597156,0.0067585073,0.41252262613810964,0.18609564,0.0069282977,0.006998504,0.003254795,0.0043570423,1.0,0.0002786224,1.0,0.0012173913,0.981982,0.029563777,1.0,0.00064281485,1.0,0.0006567236,1.0,0.0005883466,1.0,0.00048407243,1.0,0.0013323001,0.21117297,0.003624114,0.0043780226,0.4756290088365744,0.20250148,0.0044222195,0.00432363
46,0.0054380163,0.0067894403,1.0,0.00023150563,1.0,0.0006104761,1.0,0.00075151486,1.0,0.00043072598,1.0,0.0004739843,0.9992487,0.0026455987,1.0,0.00032847156,1.0,0.0006593922,0.17333312,0.0058745793,0.0066474685,0.39848336360223485,0.18012103,0.006817951,0.0068698693,0.0033127423,0.00448928,1.0,0.00018755703,1.0,0.0007465244,1.0,0.0056717135,1.0,0.0004047788,1.0,0.00052941055,1.0,0.0035834948,1.0,0.00031647322,1.0,0.00076745474,0.21732199,0.0037291637,0.004341385,0.44964880735666546,0.1969204,0.004557452,0.0045326822
47,0.0054306206,0.0066313376,1.0,0.00019380936,1.0,0.0006682668,0.9992487,0.0032421092,1.0,0.0003672463,1.0,0.00048750115,0.9992487,0.00388827,1.0,0.00029730378,1.0,0.00082941324,0.17506728,0.0058895596,0.0065030917,0.4029917736907905,0.1798265,0.0066866726,0.0067075873,0.0032511794,0.004296262,1.0,0.00014859297,1.0,0.0007443671,0.966967,0.15835631,1.0,0.00041446835,1.0,0.0005539351,0.990991,0.010079058,1.0,0.0003002206,1.0,0.0010888245,0.2899521,0.0036690726,0.004171085,0.7333220085940203,0.24740937,0.0043390337,0.0043680854
48,0.005416652,0.0064736945,1.0,0.0005024885,1.0,0.0010537686,1.0,0.0004215006,1.0,0.00037762502,1.0,0.00085178117,0.9992487,0.0021946267,1.0,0.0006548212,1.0,0.0012647759,0.17246677,0.005788204,0.0063919104,0.39358110366505306,0.17652506,0.0064403424,0.0066214367,0.0029975113,0.003854998,1.0,0.0047375886,1.0,0.0048106685,0.975976,0.1262117,1.0,0.0061467667,1.0,0.0070940712,0.987988,0.034658425,1.0,0.0050853826,1.0,0.006250549,0.21042383,0.003118013,0.0038372318,0.623304565747579,0.19244485,0.0038524638,0.0041301576
49,0.0052379956,0.0063354163,1.0,0.00086665404,1.0,0.0014115502,1.0,0.00027882846,1.0,0.0005307852,1.0,0.0012103735,1.0,0.0015610371,1.0,0.0009756184,1.0,0.0017251171,0.16293338,0.0054952414,0.0062552844,0.38051798395605396,0.17255971,0.0063325437,0.006449857,0.0032563251,0.0045000287,1.0,0.00011368355,1.0,0.00034443501,0.978979,0.07321913,1.0,0.000246516,1.0,0.00030333182,1.0,0.0057342313,1.0,0.00017219232,1.0,0.00044918276,0.21425158,0.003688495,0.00423432,0.526077435449795,0.20535856,0.0044108448,0.0045755743
50,0.0050999904,0.006268945,1.0,0.00022321702,1.0,0.000591826,1.0,0.00018256759,1.0,0.0004993582,1.0,0.0004644984,0.9992487,0.0035073492,1.0,0.00024578237,1.0,0.0007732771,0.16077371,0.005410547,0.0060879625,0.37268719227129493,0.16944043,0.006275012,0.006462636,0.0028829423,0.0039829426,1.0,0.0003632536,1.0,0.0008375721,1.0,0.0020835372,1.0,0.00064058707,1.0,0.0021141244,0.987988,0.04567108,1.0,0.0004217818,1.0,0.000811177,0.19924335,0.0032464743,0.0037867033,0.47195805014074743,0.1964954,0.0038914252,0.0041961195
51,0.0049773986,0.0062250057,1.0,0.00021867338,1.0,0.00052752957,1.0,0.00022259422,1.0,0.000412591,1.0,0.0004537971,1.0,0.0015584541,1.0,0.0002293835,1.0,0.0007534388,0.15613362,0.005388182,0.005935242,0.36218885332905737,0.16612186,0.0062025683,0.00637502,0.002951934,0.004021604,1.0,0.00019842683,1.0,0.0006791594,0.972973,0.13433306,1.0,0.0004237322,1.0,0.0028288183,0.975976,0.08714622,1.0,0.0003377679,1.0,0.0005048159,0.23039101,0.0036700498,0.003780635,0.7226107732669728,0.23717129,0.0039131935,0.004431111
52,0.0049668844,0.006167839,1.0,0.000185137,1.0,0.0005006864,1.0,0.00015129131,1.0,0.000351417,1.0,0.0003913284,1.0,0.0012778335,1.0,0.0002600646,1.0,0.0006814233,0.15336783,0.0053756973,0.005890631,0.3584302212178125,0.1669109,0.006050958,0.0063400506,0.0023564924,0.003507387,1.0,0.0014295991,1.0,0.0020813278,0.993994,0.019814074,1.0,0.0029636435,1.0,0.003849179,0.990991,0.023222478,1.0,0.0010948166,1.0,0.0021732391,0.19766161,0.0027820375,0.0031314804,0.4964808164774119,0.22283933,0.0033562686,0.0036171584
53,0.004948217,0.0060911863,1.0,0.00016752984,1.0,0.0005009214,1.0,0.00012947603,1.0,0.00032279082,1.0,0.0003419235,1.0,0.0011056198,1.0,0.00033657323,1.0,0.0006006872,0.15190464,0.005337107,0.005848015,0.35364494209088926,0.164195,0.0058062132,0.0063163876,0.0028234664,0.0039884,1.0,0.00017842208,1.0,0.00047063493,0.987988,0.038893446,1.0,0.0003055368,1.0,0.00053763576,1.0,0.0032327252,1.0,0.0003318106,1.0,0.0006388223,0.197039,0.0033102224,0.0036259547,0.4531165184201421,0.19068763,0.0036407432,0.0041168327
54,0.004921578,0.005992565,1.0,0.00016187527,1.0,0.0005111197,1.0,0.00013216204,1.0,0.0003227882,1.0,0.00030940608,1.0,0.0010269885,1.0,0.00030396454,1.0,0.0005795476,0.14897266,0.0052884263,0.005818203,0.34553033993443005,0.15891184,0.0057394695,0.0062580775,0.002460987,0.0036067856,1.0,0.0006765174,1.0,0.0012051483,0.987988,0.057532232,1.0,0.0012204763,1.0,0.0008795229,1.0,0.0009709187,1.0,0.00056592847,1.0,0.0013980785,0.20127018,0.0028911703,0.003293528,0.47173657234724575,0.18497765,0.0034315272,0.0037476653
55,0.0048465147,0.0058932654,1.0,0.0001920516,1.0,0.000492119,1.0,0.0001093226,1.0,0.00039078607,1.0,0.00030282876,0.9992487,0.002333848,1.0,0.00031516608,1.0,0.00058321486,0.14686175,0.0051224013,0.0057482473,0.34313614186176583,0.15808281,0.0055809626,0.0061778375,0.0018039503,0.002696097,1.0,0.00900761,1.0,0.011915623,1.0,0.00036720416,1.0,0.014499255,1.0,0.012730524,1.0,0.0013874787,1.0,0.009511719,1.0,0.011873003,0.18326202,0.0018927045,0.0024246352,0.4711887304847305,0.20152256,0.0025139065,0.0028699033
56,0.0045603043,0.005799577,1.0,0.00034288748,1.0,0.0004402819,1.0,0.00011076962,1.0,0.00043810043,1.0,0.0003796922,0.9992487,0.0016619512,1.0,0.00036443662,1.0,0.00052515196,0.14523607,0.00491887,0.0054918025,0.33529923577491366,0.15334299,0.0054164627,0.0061549116,0.002480777,0.0034557518,1.0,0.006045246,1.0,0.0072950902,0.987988,0.06500636,1.0,0.0039244266,1.0,0.012326048,0.987988,0.027802743,1.0,0.0064183185,1.0,0.008049476,0.18690175,0.0036199354,0.0030280228,0.5079660494406302,0.18094464,0.0031070556,0.0036833023
57,0.004504749,0.0057895705,1.0,0.00030702463,1.0,0.0004005689,1.0,0.0002780592,1.0,0.00037355506,1.0,0.00036294537,1.0,0.0012334858,1.0,0.00033089874,1.0,0.00052846986,0.14017837,0.0049358374,0.0054012053,0.3282458738085921,0.15210284,0.00535513,0.0060916226,0.0023031174,0.0033108748,1.0,0.0030873115,1.0,0.0041175014,0.993994,0.011717348,1.0,0.0032080791,1.0,0.0060480097,0.993994,0.014181981,1.0,0.0037001949,1.0,0.005300641,0.18366393,0.0026251588,0.003071418,0.41802887757261237,0.16457047,0.0027798703,0.003314241
58,0.0044525834,0.005772667,1.0,0.00024519686,1.0,0.00032368503,1.0,9.548749e-05,1.0,0.00030598417,1.0,0.00030643336,1.0,0.0007852693,1.0,0.00040201188,1.0,0.0005388019,0.13897331,0.0048815086,0.005368152,0.32396801444124584,0.15041593,0.0051522325,0.005976144,0.0021831663,0.0028671492,1.0,0.0064501474,1.0,0.008892228,0.993994,0.020568524,1.0,0.0071583516,1.0,0.008996027,0.993994,0.04185365,1.0,0.0067853876,1.0,0.00996763,0.22483158,0.0023037863,0.0029050733,0.5494364585962381,0.19534276,0.0027333961,0.003086545
59,0.0044305436,0.0057319608,1.0,0.00020483787,1.0,0.00030721942,1.0,8.035086e-05,1.0,0.00028719846,1.0,0.00026647808,1.0,0.0009774574,1.0,0.00043692673,1.0,0.0005883078,0.13494079,0.004852687,0.005335811,0.31645926519679807,0.14699303,0.004969652,0.0058287587,0.0025271866,0.0032609075,1.0,0.0050230427,1.0,0.0068537737,0.990991,0.041771937,1.0,0.0053434307,1.0,0.0065363366,0.993994,0.007401367,1.0,0.005240985,1.0,0.007990733,0.16723488,0.0029747263,0.0030877362,0.4348304402362835,0.16298196,0.0029637094,0.0033982783
60,0.0044249953,0.005733199,1.0,0.0001743311,1.0,0.00026820265,1.0,7.0211354e-05,1.0,0.0002287412,1.0,0.00023108926,0.9992487,0.0023778037,1.0,0.00037746876,1.0,0.00058586383,0.13093883,0.0048593315,0.005332584,0.3100092355959582,0.14412354,0.0049089035,0.0057368367,0.0028430822,0.0038702374,1.0,0.0036573182,1.0,0.0047986843,0.993994,0.021399925,1.0,0.0026371721,1.0,0.006746779,0.990991,0.028642423,1.0,0.004277915,1.0,0.0054793614,0.16171469,0.0036283385,0.0031678383,0.4189743824728258,0.15767483,0.0030780053,0.0035726589
61,0.0044342917,0.005632641,1.0,0.00015107851,1.0,0.00033586848,1.0,7.287713e-05,1.0,0.00020244927,1.0,0.00020538102,1.0,0.00050555984,1.0,0.0003173001,1.0,0.00062078534,0.1317956,0.0048909215,0.005327225,0.3048326928843062,0.13975933,0.0048875143,0.005597043,0.0022214719,0.0031185225,1.0,0.010728831,1.0,0.013627647,1.0,0.00014192669,1.0,0.010048349,1.0,0.012563411,1.0,0.0032517766,1.0,0.01154856,1.0,0.012515173,0.2188539,0.00260181,0.0030212486,0.49553786097346125,0.18531445,0.0029268728,0.003178442
62,0.0048160492,0.0059515643,1.0,0.0007245354,1.0,0.0010797583,0.9992487,0.012880089,1.0,0.0007344131,1.0,0.0008876488,0.9992487,0.0021896907,1.0,0.0008225497,1.0,0.0008895242,0.15505417,0.0052427715,0.0057728915,0.36716716953187306,0.15829647,0.005433743,0.006028491,0.002857098,0.0035746833,1.0,8.6120424e-05,1.0,0.00061109767,1.0,0.003215272,1.0,5.0469393e-05,1.0,0.00012872947,0.96997,0.09595465,1.0,7.77278e-05,1.0,0.0006740955,0.23635858,0.0035934378,0.0037087137,0.5593660502462415,0.20245494,0.003410639,0.0035257195
63,0.004620599,0.005719825,1.0,0.0012605932,1.0,0.0016166086,0.99849737,0.017381288,1.0,0.0012164029,1.0,0.0013267742,0.99849737,0.016193638,1.0,0.0012761815,1.0,0.001696586,0.16165228,0.004962409,0.0055377297,0.4038891615856867,0.16830087,0.005191046,0.005796112,0.015795115,0.016891282,1.0,1.0796494e-05,1.0,4.7993195e-05,0.6156156,1.4215758,1.0,7.3835886e-06,1.0,3.121111e-05,0.8948949,0.66108686,1.0,1.6105867e-05,1.0,0.00012374566,0.3489917,0.0155986585,0.01472169,2.9983103289618507,0.47928557,0.0148252165,0.019128727
64,0.005226801,0.005954707,1.0,0.00013772817,1.0,0.00045202795,1.0,0.0008497286,1.0,0.0003185445,1.0,0.0002491291,1.0,0.00095610507,1.0,0.00023964005,1.0,0.00042093775,0.15756162,0.005386146,0.0056952196,0.35762706916194315,0.16261102,0.005571364,0.0059628543,0.0028798117,0.0033690708,1.0,0.00012229026,1.0,0.0006234063,0.978979,0.12502673,1.0,0.00038741247,1.0,0.00034661242,1.0,0.0035376716,1.0,0.0002766859,1.0,0.00044596105,0.19973083,0.0029584737,0.003102238,0.5402522153324552,0.18802017,0.0030200246,0.0034195643
65,0.0048170215,0.0054896544,1.0,0.00021040624,1.0,0.00063296745,1.0,0.00026649132,1.0,0.00043429082,1.0,0.00040895867,1.0,0.0013639118,1.0,0.00039173855,1.0,0.0005654119,0.13925226,0.0049976544,0.005121306,0.3199473525419171,0.1460312,0.0049061407,0.005478093,0.0024212813,0.0030051093,1.0,0.0005951152,1.0,0.0016347168,1.0,0.0011944498,1.0,0.0021561238,1.0,0.0014879626,1.0,0.001272805,1.0,0.0015541632,1.0,0.0008484482,0.1989473,0.00251785,0.0028744082,0.4022633066406479,0.17528883,0.0026165645,0.0030863828
66,0.0047115847,0.0055746385,1.0,0.0007401376,1.0,0.00083514035,0.9992487,0.001971139,1.0,0.0005823316,1.0,0.00064348686,0.9992487,0.003560845,1.0,0.0005506069,1.0,0.0010941674,0.13848533,0.0049427287,0.005259029,0.325896247896729,0.14643273,0.0049490114,0.0055918125,0.0023932313,0.0037168176,1.0,0.00017001959,1.0,0.00023306484,0.981982,0.15000616,1.0,0.0006926711,1.0,0.00012045725,0.987988,0.026195753,1.0,0.000112912305,1.0,0.0003643739,0.17431627,0.002593629,0.0033609364,0.5202804757310105,0.16141123,0.0029178043,0.0034878391
67,0.0049770135,0.0059825806,1.0,0.00032271375,1.0,0.000591924,1.0,0.00063968956,1.0,0.0005872555,1.0,0.00033439527,0.99774605,0.015775008,1.0,0.0002244665,1.0,0.00066927355,0.1510608,0.0052874763,0.005696431,0.35847415976019215,0.15790534,0.0054538418,0.006011608,0.0020209702,0.003268877,1.0,0.0003568349,1.0,0.00050063425,0.966967,0.14802419,1.0,0.0001941295,1.0,0.00022730124,0.978979,0.027852183,1.0,0.00023554558,1.0,0.0002708436,0.32586357,0.0028158072,0.0028151795,0.8448729878431326,0.3203574,0.0025116848,0.0035800731
68,0.00408216,0.0050542266,1.0,0.0003209801,1.0,0.00065844384,1.0,0.00029097684,1.0,0.00037480175,1.0,0.00040745357,1.0,0.0006309498,1.0,0.0002831022,1.0,0.00044422102,0.13616659,0.004497599,0.0046952874,0.31108733077948475,0.14441635,0.0045270287,0.005391763,0.0019418253,0.002982397,1.0,0.00027179558,1.0,0.00049491,0.990991,0.024813714,1.0,0.00030701855,1.0,0.00033725542,0.990991,0.007819744,1.0,0.00042974198,1.0,0.00035889237,0.18607512,0.0024423397,0.002520013,0.42395345871154966,0.1850552,0.0022081141,0.0033137167
69,0.0040623327,0.004983777,1.0,0.00025693717,1.0,0.00058192847,1.0,0.00030905925,1.0,0.00031274237,1.0,0.00038761954,1.0,0.0011456945,1.0,0.00027460812,1.0,0.00041306324,0.12641136,0.004495772,0.004584622,0.2925116562198464,0.13493808,0.0044605345,0.0053586243,0.0018969314,0.00279646,1.0,0.00022047866,1.0,0.0005248479,1.0,0.0013059231,1.0,0.00029900327,1.0,0.00035795406,0.993994,0.021420645,1.0,0.0004255017,1.0,0.00044009363,0.16637361,0.0023159417,0.002391652,0.37568716333435104,0.16906048,0.0021038055,0.0031155648
70,0.004046974,0.004936286,1.0,0.00021622216,1.0,0.0005171784,1.0,0.00019973441,1.0,0.00027262757,1.0,0.00033762894,1.0,0.00084611145,1.0,0.00027160405,1.0,0.00041172394,0.1213251,0.004495627,0.004552814,0.28034550793452157,0.12805344,0.0044181584,0.0053036376,0.0019075831,0.002808599,1.0,0.00019457199,1.0,0.00045264006,0.990991,0.02044239,1.0,0.00024471444,1.0,0.00029731944,0.990991,0.019909441,1.0,0.0003726854,1.0,0.00045923475,0.16389163,0.0023898568,0.0023893313,0.38835492846486086,0.16756839,0.00214858,0.0030851983
71,0.0040483405,0.004930064,1.0,0.00018227477,1.0,0.0004346226,1.0,0.00017225291,1.0,0.00024827736,1.0,0.00028880834,1.0,0.00090990565,1.0,0.00029090093,1.0,0.00041106791,0.12013673,0.004471392,0.004541759,0.27861345494984685,0.12804662,0.0043495432,0.005252495,0.0020352297,0.0029222,1.0,0.00016514111,1.0,0.00038721855,0.987988,0.044466943,1.0,0.00022165096,1.0,0.00025129854,0.984985,0.037537612,1.0,0.00032649504,1.0,0.0004062415,0.1850863,0.002504019,0.0024668155,0.4455755046896032,0.15961415,0.0022327274,0.0031963405
72,0.004051265,0.00493558,1.0,0.0001573177,1.0,0.00037084954,1.0,0.0004526503,1.0,0.00023174063,1.0,0.00025404076,1.0,0.00084698235,1.0,0.00033213722,1.0,0.0004577583,0.12325184,0.0044537755,0.00453123,0.2809161891689164,0.12691575,0.004244197,0.0051539335,0.0018388393,0.0025863796,1.0,0.0003282339,1.0,0.0006270784,0.981982,0.07348772,1.0,0.0007442649,1.0,0.00031060248,0.990991,0.020967899,1.0,0.00034887018,1.0,0.00080800534,0.16134545,0.0020667252,0.0023044283,0.42432478974173377,0.1499664,0.002036688,0.0027480838
73,0.004041436,0.004929658,1.0,0.00014892533,1.0,0.0003327449,1.0,0.00035236165,1.0,0.00024397443,1.0,0.00022818118,1.0,0.0005928977,1.0,0.00030792257,1.0,0.0004885369,0.1186289,0.004418459,0.0045516435,0.271810010579365,0.1236791,0.0042054416,0.0050585554,0.001959631,0.002845544,1.0,0.00012393198,1.0,0.0002920083,0.987988,0.048665557,1.0,0.0002282723,1.0,0.00019625395,0.987988,0.038544625,1.0,0.00029686512,1.0,0.0005152246,0.15774053,0.0023276808,0.0023838864,0.40914821553158687,0.14553799,0.0020538233,0.0028822094
74,0.0040321136,0.0049069496,1.0,0.00013607294,1.0,0.00030230667,1.0,0.00030885526,1.0,0.0002370372,1.0,0.00019981945,1.0,0.0011728477,1.0,0.000308725,1.0,0.00048447945,0.11439473,0.004377746,0.0045219944,0.2682896888542677,0.12351502,0.0041109184,0.004983921,0.001969026,0.0028531475,1.0,9.8696386e-05,1.0,0.00024349875,0.990991,0.039896693,1.0,0.0002874186,1.0,0.00017361536,0.990991,0.043139007,1.0,0.00025034908,1.0,0.00044327346,0.15079422,0.0021816916,0.0023906275,0.38963254436000333,0.13834979,0.0020107748,0.0028574853
75,0.0040279427,0.0049008266,1.0,0.000117039475,1.0,0.00027087645,1.0,0.0001687291,1.0,0.00027621412,1.0,0.00017203564,1.0,0.0004957467,1.0,0.0002582777,1.0,0.00041636018,0.11637112,0.0042935885,0.0045238845,0.2628740103149844,0.11797086,0.0041063544,0.004980297,0.0018498508,0.002716458,1.0,0.00010227586,1.0,0.00025643953,1.0,0.0013722229,1.0,0.00026261705,1.0,0.00015265339,0.993994,0.019120576,1.0,0.00022875876,1.0,0.00042054258,0.16177143,0.0020920706,0.0023765112,0.34705978220289535,0.14959855,0.0019396116,0.0027647307
76,0.004019753,0.0048843557,1.0,0.0001123944,1.0,0.0002601847,1.0,0.00020314325,1.0,0.00031021642,1.0,0.00015788703,1.0,0.0005179735,1.0,0.00022195115,1.0,0.00040048017,0.1113824,0.004202404,0.004524105,0.2591881511423661,0.11866218,0.004105363,0.0049429084,0.0018680252,0.002678397,1.0,8.8832334e-05,1.0,0.00028748251,1.0,0.0019448824,1.0,0.0003624389,1.0,0.00017318041,0.993994,0.026060948,1.0,0.00020399076,1.0,0.00040973444,0.14285184,0.0019104744,0.0023412318,0.3184825652712458,0.13220377,0.0019293353,0.0027385603
77,0.0040194644,0.0048759235,1.0,9.4164345e-05,1.0,0.00023523532,1.0,0.00014869781,1.0,0.00035317038,1.0,0.0001469057,1.0,0.000563579,1.0,0.00020367533,1.0,0.00035890986,0.109266564,0.0040504984,0.00451831,0.2528781457604724,0.11484088,0.0040812003,0.0049276752,0.0019832295,0.002868737,1.0,8.368287e-05,1.0,0.00019537084,0.987988,0.037720233,1.0,0.00031062946,1.0,0.000124976,0.987988,0.0151453195,1.0,0.00017090785,1.0,0.0003281921,0.15704763,0.0020371433,0.0024788738,0.35925013399696926,0.13979381,0.0020701154,0.002895849
78,0.0040061763,0.004852022,1.0,0.000102025624,1.0,0.00023989611,1.0,0.00020795691,1.0,0.0003257628,1.0,0.00015468868,1.0,0.0009022028,1.0,0.00018180527,1.0,0.00034604268,0.10764082,0.004041241,0.0045098257,0.24759182392162635,0.11107872,0.00407912,0.0048997165,0.0019502103,0.002821567,1.0,7.70746e-05,1.0,0.00018432633,0.990991,0.03480503,1.0,0.00025945893,1.0,0.0001126437,0.990991,0.028660474,1.0,0.0001512808,1.0,0.000303257,0.1426073,0.0019947325,0.002463404,0.3557281693717739,0.13270128,0.0020373878,0.0028471332
79,0.0039973576,0.0048126066,1.0,9.299024e-05,1.0,0.00023810746,1.0,0.00018228572,1.0,0.0002707566,1.0,0.00012111323,1.0,0.0004960363,1.0,0.00016180263,1.0,0.00033695198,0.106635675,0.0040311473,0.0045076553,0.24674127929914633,0.112282604,0.0040664775,0.00485393,0.0019506413,0.002734294,1.0,7.0239315e-05,1.0,0.00022529,0.987988,0.04207489,1.0,0.0002367479,1.0,0.00010775017,0.990991,0.022772457,1.0,0.00013635823,1.0,0.0003182831,0.18234523,0.0019760414,0.0024687017,0.4537486577177191,0.19002779,0.0020443494,0.0027929118
80,0.0039826236,0.0047431197,1.0,9.209873e-05,1.0,0.0002658403,1.0,0.00016807205,1.0,0.00024741745,1.0,0.00012280821,1.0,0.0005943056,1.0,0.00015072733,1.0,0.0003742266,0.10811984,0.0040050824,0.004491805,0.24886311246970827,0.11230832,0.004055952,0.0047654505,0.0018285566,0.002403185,1.0,6.700604e-05,1.0,0.00040681972,0.993994,0.009842839,1.0,0.00020616039,1.0,0.00012260673,0.993994,0.017121807,1.0,0.0001223658,1.0,0.00047038743,0.14406978,0.0018564552,0.0023409298,0.3245987717632775,0.13773577,0.001929868,0.0024527877
81,0.0039646784,0.0046646134,1.0,9.6575786e-05,1.0,0.00030117916,1.0,0.00018006403,1.0,0.0002182605,1.0,0.0001200749,1.0,0.0004175243,1.0,0.00013421732,1.0,0.00043474446,0.10673727,0.004003211,0.0044835513,0.24474779419617756,0.11009326,0.0040559643,0.004634144,0.002476059,0.0036641224,1.0,8.117583e-05,1.0,0.0008073873,0.984985,0.049611337,1.0,0.0001732969,1.0,0.00013155909,0.987988,0.025952857,1.0,0.00010775734,1.0,0.00049921847,0.16671215,0.0040124096,0.0031081398,0.4106600880622864,0.14788806,0.0031134982,0.0036382582
82,0.0039260196,0.004587304,1.0,0.000118642645,1.0,0.0003078378,1.0,0.00016128033,1.0,0.0001991832,1.0,0.00012477276,1.0,0.00033257698,1.0,0.00013379024,1.0,0.00046223318,0.09978183,0.0039958493,0.0044531464,0.23500147710430452,0.108277395,0.0040399903,0.004514888,0.0017910014,0.0024331764,1.0,0.000109638015,1.0,0.0003081211,0.993994,0.01765811,1.0,0.00016326264,1.0,8.493498e-05,0.990991,0.0074041984,1.0,9.997727e-05,1.0,0.0004155151,0.16112584,0.0019235777,0.0024303088,0.3586208285154165,0.15728664,0.0019979198,0.0024157346
83,0.0038397512,0.004537823,1.0,0.00017716903,1.0,0.00028541713,1.0,0.00016182127,1.0,0.00017401153,1.0,0.00015721288,1.0,0.00042690328,1.0,0.00019354715,1.0,0.00042091354,0.10420314,0.0040043984,0.004358316,0.24067155909350185,0.10924702,0.0039624874,0.004486429,0.0017442472,0.002751792,1.0,0.00027683444,1.0,0.00024258501,0.984985,0.049257442,1.0,0.0001420926,1.0,0.00021476357,0.993994,0.011696952,1.0,0.0002957296,1.0,0.00035099813,0.17737241,0.0026470325,0.0022777193,0.39825325327234584,0.14712203,0.0019550417,0.0026210623
