epoch,bonangbarung_separation_loss,bonangpenerus_separation_loss,class_bonangbarung_acc,class_bonangbarung_loss,class_bonangpenerus_acc,class_bonangpenerus_loss,class_demung_acc,class_demung_loss,class_gong_acc,class_gong_loss,class_kendhang_acc,class_kendhang_loss,class_peking_acc,class_peking_loss,class_saron_acc,class_saron_loss,class_slenthem_acc,class_slenthem_loss,demung_separation_loss,gong_separation_loss,kendhang_separation_loss,loss,peking_separation_loss,saron_separation_loss,slenthem_separation_loss,val_bonangbarung_separation_loss,val_bonangpenerus_separation_loss,val_class_bonangbarung_acc,val_class_bonangbarung_loss,val_class_bonangpenerus_acc,val_class_bonangpenerus_loss,val_class_demung_acc,val_class_demung_loss,val_class_gong_acc,val_class_gong_loss,val_class_kendhang_acc,val_class_kendhang_loss,val_class_peking_acc,val_class_peking_loss,val_class_saron_acc,val_class_saron_loss,val_class_slenthem_acc,val_class_slenthem_loss,val_demung_separation_loss,val_gong_separation_loss,val_kendhang_separation_loss,val_loss,val_peking_separation_loss,val_saron_separation_loss,val_slenthem_separation_loss
84,0.003709144,0.004496034,1.0,0.00024024205,1.0,0.0002687571,1.0,0.00018479275,1.0,0.00016977816,1.0,0.00021581764,1.0,0.0002973191,1.0,0.0002867014,1.0,0.00036930325,0.10016221,0.0039938954,0.004185627,0.23345787916122568,0.10616879,0.0038149361,0.004477365,0.001594861,0.0024812734,1.0,0.00025504644,1.0,0.00022637677,0.990991,0.037439767,1.0,0.00014921004,1.0,0.00020882653,1.0,0.0043956675,1.0,0.00034365794,1.0,0.0003624236,0.1428839,0.0019364782,0.00213082,0.33621789206255664,0.13778193,0.0016990612,0.0023841974
85,0.003649079,0.0044988035,1.0,0.0002351138,1.0,0.0002296859,1.0,0.00016870954,1.0,0.00014158999,1.0,0.00020894481,1.0,0.00030464662,1.0,0.0003188309,1.0,0.00033761802,0.101076186,0.0039937547,0.0041275253,0.23227287476265188,0.10480475,0.003710598,0.004450895,0.0016274898,0.0025108026,1.0,0.00020398268,1.0,0.00019980433,0.990991,0.027643606,1.0,0.000120060984,1.0,0.00017679734,0.990991,0.01723123,1.0,0.00027318898,1.0,0.00030883474,0.14027113,0.0019920568,0.002156451,0.33449235388466547,0.13399427,0.0017344658,0.002422137
86,0.0036539682,0.0045176,1.0,0.00019406556,1.0,0.00021639612,1.0,0.00012685932,1.0,0.00013589443,1.0,0.00018011082,1.0,0.00031320035,1.0,0.0002630269,1.0,0.00030181938,0.10200338,0.0039904816,0.0041451417,0.23253105774488242,0.104400165,0.0037219245,0.004457944,0.0015784143,0.0024329098,1.0,0.00017309656,1.0,0.00020521872,0.993994,0.017779961,1.0,0.00014625405,1.0,0.00017211951,1.0,0.0039742785,1.0,0.00022979602,1.0,0.00030547054,0.14319839,0.0019007121,0.0020973117,0.3438007480747349,0.16381086,0.0016798883,0.0023435224
87,0.0036100505,0.004488013,1.0,0.00018046578,1.0,0.0001943866,1.0,0.00013271937,1.0,0.00011564767,1.0,0.00016475639,1.0,0.00027602457,1.0,0.00023043512,1.0,0.00027411903,0.098151006,0.0039967615,0.0041168802,0.22845270240065033,0.104206875,0.003708446,0.004455323,0.0016712307,0.0025188732,1.0,0.00014627162,1.0,0.00018866581,0.987988,0.028648583,1.0,0.00010704093,1.0,0.00014990146,0.990991,0.029726895,1.0,0.00018762345,1.0,0.00025920453,0.13839033,0.0020171343,0.002187444,0.33434326092044153,0.12255211,0.0017869797,0.0024492538
88,0.003614888,0.0044682007,1.0,0.00015367966,1.0,0.00018834618,1.0,0.00013556046,1.0,0.00011469109,1.0,0.00015033483,1.0,0.00026036927,1.0,0.00020803006,1.0,0.0002646966,0.09456655,0.0039829705,0.004103369,0.2214188817790538,0.10105898,0.0036753023,0.004424947,0.0016158799,0.0024555896,1.0,0.0001253709,1.0,0.00017725641,0.993994,0.011474521,1.0,0.000118483804,1.0,0.00014265685,0.990991,0.0261483,1.0,0.00017304093,1.0,0.00022049507,0.13062131,0.0019294223,0.0021248292,0.3055813262412498,0.12306355,0.0017068065,0.0024152307
89,0.003602439,0.0044685556,1.0,0.00013564466,1.0,0.00016889747,1.0,0.0001324433,1.0,0.00012959384,1.0,0.00014380718,1.0,0.00026294432,1.0,0.0001904471,1.0,0.0002423923,0.09607439,0.0039613917,0.004065189,0.22440516188528017,0.10275001,0.003636995,0.004415278,0.001636844,0.0025178841,1.0,0.0001162217,1.0,0.00013559868,0.993994,0.014477693,1.0,0.00010908838,1.0,0.00011460444,0.990991,0.014513556,1.0,0.0001593851,1.0,0.00026103892,0.13987616,0.0019561134,0.002101338,0.3114973055170821,0.12790596,0.001670604,0.0023575234
90,0.003602366,0.004468018,1.0,0.000120056,1.0,0.00015618847,1.0,0.00012489557,1.0,0.00014436286,1.0,0.00012712575,1.0,0.0002912834,1.0,0.00017072617,1.0,0.00027385546,0.09644453,0.0039287303,0.0040488536,0.22366738771693676,0.10236656,0.0036088682,0.004349713,0.0016354705,0.002476366,1.0,0.00010118554,1.0,0.0001539348,0.993994,0.020787183,1.0,9.653123e-05,1.0,0.00011331571,0.990991,0.020843923,1.0,0.00014354837,1.0,0.00031125714,0.14044966,0.001954298,0.0020729948,0.3166361504846865,0.12887074,0.0016439141,0.0022783468
91,0.0036035646,0.0044318163,1.0,0.0001082334,1.0,0.00017287569,1.0,0.00061017415,1.0,0.00016295051,1.0,0.000121865436,1.0,0.00015437322,1.0,0.00015089836,1.0,0.00035037188,0.104717076,0.0038912438,0.0040410953,0.23871153837124448,0.10854131,0.0036100158,0.0042296513,0.0014748144,0.0021623294,1.0,9.079515e-05,1.0,0.00030337076,0.990991,0.016976876,1.0,0.00032651133,1.0,0.00016867372,1.0,0.000120507895,1.0,0.00012458386,1.0,0.00036626318,0.1725181,0.0015900882,0.0019508722,0.36352235025113766,0.16095708,0.0015699989,0.0020149394
92,0.0036219796,0.0044514327,1.0,9.4077106e-05,1.0,0.00016238041,1.0,0.00017594066,1.0,0.00013656069,1.0,0.00013680376,0.9992487,0.0038135038,1.0,0.00012974298,1.0,0.00035674643,0.10486195,0.0039761714,0.004075541,0.24707048155149064,0.11325637,0.0036486716,0.0042010173,0.0015000122,0.0022153647,1.0,8.319428e-05,1.0,0.00027712143,1.0,0.0015688223,1.0,0.00016828752,1.0,0.00018531445,0.990991,0.042665478,1.0,0.000117749485,1.0,0.00039842096,0.13934368,0.0017508484,0.0018899522,0.34834711974089566,0.15138504,0.0015082667,0.001955349
93,0.0036019585,0.0043707266,1.0,8.893844e-05,1.0,0.00020195621,1.0,8.604328e-05,1.0,0.00016564877,1.0,0.000101673875,1.0,0.00022432469,1.0,0.0001250991,1.0,0.00038866434,0.09867082,0.0038707594,0.0040429593,0.22906764194223775,0.10518249,0.0036075788,0.004074875,0.0015734546,0.0023443503,1.0,7.539071e-05,1.0,0.00017533028,1.0,0.0015312986,1.0,0.00014325237,1.0,8.7845154e-05,0.990991,0.03191459,1.0,0.00010701099,1.0,0.00034474966,0.14340343,0.0018078362,0.0020053256,0.3281743319721909,0.13833912,0.00157717,0.0020239828
94,0.0035928353,0.0043263114,1.0,8.3842664e-05,1.0,0.00020988478,1.0,9.394687e-05,1.0,0.0002010524,1.0,9.698215e-05,1.0,0.00017999495,1.0,0.00011378352,1.0,0.00034945892,0.09600276,0.0038037696,0.004033934,0.22412507194580664,0.10327053,0.0036038023,0.0040504066,0.0014543594,0.0023859837,1.0,0.00027683374,1.0,0.00013323006,0.990991,0.021836981,1.0,0.0002677961,1.0,7.6040764e-05,0.990991,0.013058183,1.0,0.00010548584,1.0,0.0002723077,0.14404319,0.0018669222,0.0020749879,0.3396762383950723,0.15276223,0.0016241245,0.0021676791
95,0.0035453783,0.004195413,1.0,8.620107e-05,1.0,0.00027596336,1.0,0.00014141125,1.0,0.00024513618,1.0,0.00011360738,1.0,0.00016363477,1.0,0.00011248683,1.0,0.000328692,0.09427303,0.0037294263,0.003971814,0.2184658369495849,0.0995701,0.0035600662,0.0040059765,0.0015122347,0.002188123,1.0,7.591753e-05,1.0,0.00021948673,0.990991,0.01590886,1.0,0.00018767109,1.0,8.976875e-05,0.990991,0.018262679,1.0,9.553575e-05,1.0,0.00029095743,0.17244907,0.0017475161,0.0019749862,0.36923183021960676,0.15178889,0.0015714423,0.0019851744
96,0.003553454,0.004164544,1.0,7.378616e-05,1.0,0.00026478295,1.0,8.7781584e-05,1.0,0.00027475835,1.0,0.00011961037,1.0,0.0001783844,1.0,0.00010453027,1.0,0.00029164815,0.09457259,0.003646645,0.00395014,0.21667806471674894,0.098004945,0.0035592832,0.0040044123,0.0016539718,0.0021791747,1.0,5.7645313e-05,1.0,0.0002576803,0.990991,0.021430623,1.0,0.00021438593,1.0,0.00011252022,1.0,0.0024877153,1.0,8.186002e-05,1.0,0.0002297837,0.15088825,0.0017142836,0.0020257584,0.32762174455969184,0.14175902,0.0016578813,0.0021074016
97,0.004240315,0.0052600335,1.0,0.00030624433,1.0,0.00057433266,0.99849737,0.007614091,1.0,0.0006536168,1.0,0.0006370193,0.9992487,0.0067758285,1.0,0.00067046063,1.0,0.0007999944,0.11144237,0.0043756994,0.0049652536,0.27057090193413863,0.113182075,0.0044651055,0.004909618,0.010002848,0.0305843,1.0,0.1558119,1.0,6.2194817e-06,0.966967,0.26016676,1.0,0.058654666,1.0,9.294804e-06,0.4774775,2.359185,1.0,3.3864872e-06,1.0,0.0002039116,0.27113596,0.01897082,0.019260872,3.483520293736959,0.23824456,0.02704655,0.019295404
98,0.00374709,0.0044124527,1.0,8.788635e-05,1.0,0.00020669514,1.0,0.0001255382,1.0,0.00012836688,1.0,0.00021068075,1.0,0.000451107,1.0,4.2748652e-05,1.0,0.00020799696,0.12901713,0.0039742864,0.004167559,0.28070346022529946,0.12682012,0.0039682835,0.004250104,0.0010504856,0.0017931806,1.0,0.0009885891,1.0,0.00047858848,1.0,0.007793373,1.0,0.0016579715,1.0,0.00030586135,0.978979,0.12441071,1.0,7.138134e-05,1.0,0.0009952622,0.19405928,0.0010548293,0.0016978614,0.5094618006153507,0.16702773,0.0014951029,0.0016193552
99,0.0035817365,0.004133597,1.0,5.782616e-05,1.0,0.00023705518,1.0,0.00023017301,1.0,0.0002279639,1.0,0.00021313947,1.0,0.00028866078,1.0,5.6261473e-05,1.0,0.0002130699,0.10745685,0.0035884108,0.0039606844,0.2388859678711952,0.106768675,0.0037637046,0.004038858,0.0011764949,0.0018041886,1.0,0.00046832778,1.0,0.00030935084,1.0,0.0007737602,1.0,0.0010308648,1.0,0.00016226439,0.987988,0.047056768,1.0,6.328385e-05,1.0,0.00084822025,0.15080392,0.0011724891,0.0017694803,0.3487593927182951,0.13661583,0.0015043792,0.0016302761
